"""2017-04-22 16:18:09""","""在约定的时间准时送到，师傅态度好，安装师傅也在约定的时间帮忙安装好了，态度好，没有收费，一次愉快的购物！","""w***a""",3
"""2017-04-15 20:22:47""","""很快就到货了，安装师傅飞速地就过来安装了，客服非常耐心，安装师傅很细心，我很满意，给满分是必须的?","""月***h""",2
"""2017-04-13 10:25:02""","""不错哦，小卧室用，效果不错。售后安装服务特别好，预约当天下午就来了，装好走之前死活要帮忙把地板扫干净","""l***n""",3
"""2017-04-22 11:22:20""","""发货很快。空调一起买了两台。质量不错，制冷挺快的。一直信赖格力。客服小宏不错。","""星***0""",2
"""2017-04-20 18:49:51""","""非常喜欢满意，货到售后主动联系，安装师傅很快都来了，安装很专业也很敬业！","""m***l""",2
"""2017-04-19 05:48:09""","""<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>","""夏***声""",2
"""2017-04-23 15:42:39""","""不愧是好空调格力造，颜值高，功能强大","""娟***6""",4
"""2017-04-19 12:36:43""","""空调不错，性价比高，安装也很专业，没有乱收费。 客服瑞晶、蕴乐非常不错","""l***年""",4
"""2017-04-21 12:55:31""","""送货安装都很及时。安装人员服务态度很好，工作很细致。为格力点赞?","""c***j""",3
"""2017-04-14 15:32:32""","""质量没得说，大品牌，就是价格贵，高空作业费100元，加铜管费，两台一共收了350元 非常到位，安装非常快，高空作业费100元，加铜管共收了350元安装费","""我***天""",4
"""2017-04-17 12:58:26""","""不错哟 客服服务很好 安装师傅服务很好 价廉物美 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈","""天***0""",3
"""2017-04-08 11:25:47""","""精致漂亮，适合我的小书房，真的很静音啊，制冷制热效果很棒，买空调就选格力，安装迅速，服务态度一级棒，物流神速啊！","""粉***阳""",3
"""2017-04-20 19:27:36""","""空调很好，物流快，安装师傅也很专业，用一段时间再来评价吧！","""我***9""",4
"""2017-04-19 13:53:20""","""格力就是好！一直相信格力。快递小哥和安装师傅都很快很认真。","""s***8""",3
"""2017-04-22 12:42:48""","""格力的空调还是值得放心够买的，之前买了个用了6年没出过问题，不错。 安装时间快，我是二楼，哈哈","""四***e""",3
"""2017-04-19 11:33:23""","""空调很静，大品牌值得信赖，安装师傅服务非常好。","""c***3""",4
"""2017-04-16 14:53:40""","""今天安装好经试机感觉很好，不愧是品牌机。这次是愉快的购物。以后再来。","""g***9""",0
"""2017-04-16 16:02:58""","""送货快！安装师傅太度好！客服态度好！喜欢格力大品牌。","""罗***0""",0
